Checked,Original title,Local title,Year,Media type,Type,Edition,Country,Case,Discs,Sub-fi,Sub-en,Aspect ratio,Running time,Director,Status,Condition,Notes,Watched,Rental,Slip Cover,Hologram,Id,Barcode,IMDB,Collection Id,Series,Publisher,Studio,Vihkonen,Kohtausluettelo,2 Sided Disc,2 Sided Cover
yes,99 Women,,,Movie,DVD,,Denmark,,1,yes,,,,Jess Franco,Owned,Still Wrapped,,,,,,,,,,,Another World Entertainment,,,,,
yes,A Beautiful Mind,Kaunis Mieli,2001,Movie,DVD,Awards Edition,Finland,,2,yes,yes,1.78:1,130,Ron Howard,Owned,Fair,,no,no,no,no,860,667068831993,,,,,,,,,
YES,A Beautiful Mind,,2001,Movie,Blu-ray,,Nordic,,1,yes,yes,1.85:1,136,Ron Howard,Owned,Excellent,,no,no,no,no,3403,7332431038141,tt0268978,,,,,,,,
yes,A Breath of Scandal,,1960,Movie,DVD,,Nordic,,1,yes,no,,0,Michael Curtiz,Owned,Excellent,,no,no,no,no,7205,7332431024977,tt0053675,,,,,no,no,no,
yes,A Bridge Too Far,Yksi silta liikaa,1977,Movie,DVD,Special Edition,Finland,,2,yes,yes,2.35:1,169,Richard Attenborough,Owned,Excellent,,no,no,no,no,4465,6420614658253,tt0075784,,,,,yes,,,
yes,A Bridge Too Far,Yksi silta liikaa,1977,Movie,Blu-ray,,Finland,,1,yes,no,,0,Richard Attenborough,Owned,Excellent,,no,no,no,no,6119,6438044658262,tt0075784,,,,,no,no,no,
yes,A Bronx Tale,,1993,Movie,DVD,,Finland,,1,yes,no,,0,Robert de Niro,Owned,Good,,no,no,no,no,6009,6438194023019,tt0106489,,,,,no,no,no,
yes,A Bronx Tale,Jäähyväiset Kummisedälle,1993,Movie,DVD,,Finland,,1,yes,no,,0,Robert de Niro,Owned,Still Wrapped,,no,no,no,no,7726,6416548812519,tt0106489,,,,,no,no,no,
yes,A Bug's Life,Ötökän elämää,1998,Movie,DVD,,Finland,,1,yes,no,2.35:1,91,"John Lasseter, Andrew Stanton",Owned,Excellent,,no,no,no,no,723,7393834128303,tt0120623,,,,Pixar,,,,
no,A Bug's Life,Ötökän Elämää,1998,Movie,DVD,,Finland,,1,no,no,2.35:1,91,"John Lasseter, Andrew Stanton",Owned,Fair,,no,no,no,no,5725,8717418298395,tt0120623,,,,,no,no,no,
yes,A Capital dos Mortos,Capital of the dead,2008,Movie,DVD,,Sweden,,1,no,yes,1.78:1,85,Tiago Belotti,Owned,Still Wrapped,,no,no,no,no,7244,7340110490029,tt1315938,,,,,no,no,no,
no,A Cat in the Brain Un gatto nel cervello,A Cat in the Brain,1990,Movie,DVD,,United Kingdom,,1,no,no,,0,Lucio Fulci,Owned,,,no,no,no,no,7787,5060103798636,tt0099637,,,,,no,no,no,
yes,A Christmas Carol,Saiturin joulu,2009,Movie,DVD,,Finland,,1,yes,no,,0,Robert Zemeckis,Owned,Good,,no,no,no,no,2163,8717418256333,tt1067106,,,,,,,,
no,A Clockwork Orange,Clockwork Orange - Kellopeliappelsiini,1971,Movie,DVD,,Finland,snapcase,1,yes,yes,1.66:1,131,Stanley Kubrick,Owned,Excellent,,no,no,no,no,5241,7321944211509,tt0066921,,,,,no,no,no,
yes,A Clockwork Orange,Kellopeliappelsiini,1971,Movie,DVD,Kahden levyn erikoisjulkaisu,Finland,,2,yes,yes,1.66:1,131,Stanley Kubrick,Owned,Excellent,,no,no,no,no,1511,7321944806729,tt0066921,,,,,,,,
yes,A Clockwork Orange,Kellopeliappelsiini,1971,Movie,Blu-ray,,Finland,,1,yes,yes,1.66:1,137,Stanley Kubrick,Owned,Excellent,,no,no,no,no,3243,7321946156747,tt0066921,,,,,,,,
no,A Clockwork Orange,,1971,Movie,DVD,,United Kingdom,,2,yes,yes,1.66:1,136,Stanley Kubrick,SaleOrTrade,,,no,no,no,no,736,7321900806725,tt0066921,,,,,,,,
yes,A Clockwork Orange,,,,,,Finland,,,yes,yes,,,Stanley Kubrick,Owned,Fair,Kevyttä jälkeälevyssä,no,no,no,no,,,,3554,,,,,,,
no,A Clockwork Orange,,0,Movie,DVD,,Finland,,1,no,no,,0,,Owned,,,no,no,no,no,3558,0,tt0066921,,,,,,,,
no,A Cock and Bull Story,Tristam Shandy,2005,Movie,DVD,,Finland,,1,no,no,,0,Michael Winterbottom,Owned,,,no,no,no,no,5745,6416548360515,tt0423409,,,,,no,no,no,
yes,A Cure for Wellness,,2016,Movie,DVD,,Nordic,,1,yes,no,1.78:1,141,Gore Verbinski,Owned,Excellent,,no,no,no,no,2939,7340112737801,tt4731136,,,,,,,,
yes,A Dangerous Method,,2011,Movie,DVD,,Finland,,1,yes,no,,0,David Cronenberg,Owned,Excellent,,no,no,no,no,2034,5706132381882,tt1571222,,,,,,,,
no,A Dangerous Method,,2011,Movie,Blu-ray,,Finland,,1,no,no,,0,David Cronenberg,Owned,Excellent,,no,no,no,no,5346,5706130581888,tt1571222,,,,,no,no,no,
no,A Different Story,,1978,Movie,DVD,,Nordic,,1,yes,no,1.33:1,104,Paul Aaron,Owned,Still Wrapped,,no,no,no,no,6823,5709165154720,tt0077435,,,,,no,no,no,
yes,A doppia faccia,Double Face,1969,Movie,Blu-ray,,United Kingdom,,1,no,yes,1.85:1,88,Riccardo Freda,Owned,Still Wrapped,,no,no,no,no,7443,5027035020631,tt0063979,,,,,no,no,no,
yes,A Fei jingjyuhn,Days of Being Wild,1990,Movie,DVD,,Finland,,1,yes,no,1.85:1,0,Wong Kar-wai,Owned,Excellent,,no,no,no,no,830,6416335177555,tt0101258,,Rakkautta & anarkiaa,,,,,,
yes,A Few Good Men,Kunnian Miehiä,1992,Movie,DVD,Special edition,Finland,,1,yes,no,2.35:1,133,Rob Reiner,Owned,Excellent,,no,no,no,no,3434,5051160110714,tt0104257,,,,,,,,
no,A Field in England,,2013,Movie,DVD,,United Kingdom,,1,no,yes,1.78:1,90,Ben Wheatley,Owned,,,no,no,no,no,8125,6867449013695,tt2375574,,,,,no,no,no,
yes,A Film with Me in It,,2008,Movie,DVD,,Finland,,1,yes,no,,0,Ian Fitzgibbon,Owned,Still Wrapped,,no,no,no,no,8127,6438194040818,tt1139319,,,,,no,no,no,
yes,A Fish Called Wanda,Kala nimeltä Wanda,1988,Movie,DVD,Special Edition,Finland,,2,yes,yes,1.85:1,108,Charles Crichton,Owned,Excellent,,no,no,yes,no,420,6420614652954,tt0095159,,,,,yes,,,
yes,A Floresta das Almas Perdidas,The Forest of Lost Souls,2017,Movie,DVD,,Sweden,,1,no,yes,,0,José Pedro Lopes,Owned,Still Wrapped,,no,no,no,no,7386,7340110490111,tt4423778,,,,,no,no,no,
yes,A Force of One,Yhden Miehen Armeija,1979,Movie,DVD,Special Edition,Finland,,1,yes,no,1.33:1,87,Paul Aaron,Owned,Good,,no,no,no,no,3640,6416548818818,tt0079168,,,,,,,,
yes,A Funny Thing Happened on the Way to the Forum,Sattuipa hassusti matkalla Foorumiin,1966,Movie,DVD,,Finland,,1,yes,no,,0,Richard Lester,Owned,Excellent,,no,no,no,no,4991,6438044024050,tt0060438,,,,,no,no,no,
yes,A Ghost Story,,2017,Movie,Blu-ray,,Finland,,1,yes,no,1.33:1,92,David Lowery,Owned,Excellent,,no,no,no,no,4641,5053083151553,tt6265828,,,,,,,,
no,A Good Day to Die Hard,,2013,Movie,DVD,,Finland,,1,yes,yes,1.85:1,94,John Moore,Owned,,,no,no,no,no,8311,6438044358551,tt1606378,,,,,no,no,no,
yes,A Good Man In Africa,Kelpo mies Afrikassa,1994,Movie,DVD,,Finland,,1,yes,no,,0,Bruce Beresford,Owned,Excellent,,no,no,no,no,7289,6416548828916,tt0109920,,,,,no,no,no,
yes,A Good Marriage,Kunnes Kuolema Meidät Erottaa,2014,Movie,Blu-ray,,Finland,,1,yes,no,,0,Peter Askin,Owned,Excellent,,no,no,no,no,4503,6416548588230,tt2180994,,,,,,,,
yes,A Good Year,A Good Year - Mainio vuosi,2006,Movie,DVD,,Finland,,1,yes,yes,2.35:1,113,Ridley Scott,Owned,Fair,,no,no,no,no,2388,6438044105759,tt0401445,,,,,,,,
yes,A Guide to Recognizing Your Saints,Queens - Kovat korttelit,2006,Movie,DVD,,Finland,,1,yes,no,,0,Dito Montiel,Owned,Poor - Slightly Damaged,,no,no,no,no,2131,6416548840314,tt0473488,,,,,,,,
no,A Hard Day's Night,,1964,Movie,DVD,,United Kingdom,,2,no,yes,1.66:1,84,Richard Lester,Owned,,,no,no,no,no,8168,5017188884938,tt0058182,,,,,no,no,no,
no,A History of Violence,History of Violence,2005,,DVD,,Finland,,1,yes,yes,1.85:1,96,David Cronenberg,SaleOrTrade,,,no,no,no,no,832,6438044060355,tt0399146,,,,,,,,
yes,A History of Violence,,2005,Movie,Blu-ray,,Finland,,1,yes,no,,96,David Cronenberg,Owned,Excellent,,no,no,no,no,4182,6438044060362,tt0399146,,,,,,,,
yes,A Hole in the Head,Läpiä päässä,1959,Movie,DVD,,Finland,,1,yes,no,,0,Frank Capra,Owned,Still Wrapped,,no,no,no,no,6023,6438044032758,tt0052896,,,,,no,no,no,
yes,A Hologram For The King,Kuninkaan Hologrammi,2016,Movie,Blu-ray,,Finland,,1,yes,no,,0,Tom Tykwer,Owned,Good,,no,no,no,no,4231,6416548593333,tt2980210,,,,,,,,
no,A King in New York,Kuningas New Yorkissa,1957,Movie,Blu-ray,,Finland,,1,no,no,,0,Charles Chaplin,Owned,,,no,no,no,no,8077,5709165634727,tt0050598,,,,,no,no,no,
yes,A Kiss Before Dying,Suudelma ennen kuolemaa,1956,Movie,DVD,,Finland,,1,yes,yes,2.35:1,91,Gerd Oswald,Owned,Good,,no,no,no,no,2188,6438044003550,tt0049414,,,,,,,,
yes,À l'intérieur,Inside,2007,Movie,DVD,,Finland,,1,yes,no,1.85:1,80,"Alexandre Bustillo, Julien Maury",Owned,Still Wrapped,,no,no,no,no,713,6416548484518,tt0856288,,,,,,,,
yes,À l'intérieur,Inside,2007,Movie,DVD,,Denmark,,1,yes,no,1.85:1,78,"Alexandre Bustillo, Julien Maury",Owned,Still Wrapped,,no,no,no,no,5538,5709498016474,tt0856288,,,,,no,no,no,
yes,À la folie... pas du tout,Rakastaa... Ei rakasta,2002,Movie,DVD,,Finland,,1,yes,no,,0,Laetitia Colombani,Owned,Good,,no,no,no,no,2763,5706132357054,tt0291579,,,,,,,,
yes,A League of their Own,,1992,Movie,Blu-ray,25th Anniversary Edition,Nordic,,1,yes,yes,2.40:1,128,Penny Marshall,Owned,Still Wrapped,,no,no,no,no,7533,7330031001244,tt0104694,,,,,no,no,no,
yes,A Life Less Ordinary,,1997,Movie,DVD,,United Kingdom,,1,no,yes,1.85:1,99,Danny Boyle,Owned,Good,,no,no,no,no,739,44004691024,tt0119535,,,,,,,,
yes,A Lonely Place to Die,Yksinäinen paikka kuolla,2011,Movie,DVD,,Finland,,1,yes,no,,0,Julian Gilbey,Owned,Good,,no,no,no,no,3607,6438044319057,tt1422136,,,,,,,,
no,A Love Song for Bobby Long,,2004,Movie,DVD,,Finland,,1,yes,no,1.78:1,119,Shainee Gabel,Owned,,,no,no,no,no,8427,5706141762610,tt0369672,,,,,no,no,no,
yes,A Man Called Horse,Mies hevosena,1970,Movie,DVD,,Finland,,1,yes,no,,0,Elliot Silverstein,Owned,Good,,no,no,no,no,1822,6415015507187,tt0066049,,,,,,,,
no,A Man for All Seasons,,1966,Movie,DVD,Collector's Edition,United Kingdom,,1,yes,yes,1.66:1,105,Fred Zinnemann,Owned,Excellent,,no,no,no,no,4858,5035822001398,tt0060665,,,,,,,,
yes,A Matter of Life and Death,Kysymys elämästä ja kuolemasta,1947,Movie,DVD,,Finland,,1,yes,no,,0,"Michael Powell, Emeric Pressburger",Owned,Good,,no,no,no,no,1087,6438194007613,tt0038733,,,,,,,,
yes,A Midsummer Night's Sex Comedy,Kesäyön Seksikomedia,1982,Movie,DVD,,Finland,,1,yes,no,,0,Woody Allen,Owned,Excellent,,no,no,no,no,7625,6438044170757,tt0084329,,,,,no,no,no,
yes,A Midsummer Night’s Sex Comedy,,1982,Movie,DVD,,United Kingdom,,1,no,yes,1.85:1,84,Woody Allen,Owned,Excellent,,no,no,no,no,2841,0,tt0084329,,,,,,,,
no,A Mighty Heart,,2007,Movie,DVD,,Finland,,1,no,no,,0,Michael Winterbottom,Owned,,,no,no,no,no,8589,7332431028258,tt0829459,,,,,no,no,no,
yes,A Monster Calls,,2016,Movie,DVD,,Nordic,,1,yes,no,2.39:1,104,Juan Antonio Bayona,Owned,Excellent,,no,no,no,no,5496,7333018007659,tt3416532,,,,,no,no,no,
yes,A Most Violent Year,Väkivallan vuosi,2014,Movie,DVD,,Finland,,1,yes,no,2.35:1,120,J.C. Chandor,Owned,Fair,,no,no,no,no,4872,5706132373283,tt2937898,,Rakkautta ja anarkiaa,,,,,,
yes,A Most Wanted Man,,2014,Movie,Blu-ray,,Nordic,,1,yes,no,2.35:1,122,Anton Corbijn,Owned,Excellent,,no,no,no,no,3974,5704028221755,tt1972571,,,,,,,,
yes,A Nightmare on Elm Street,Painajainen Elm Streetillä,2010,Movie,Blu-ray,,Nordic,,1,yes,no,2.40:1,95,Samuel Bayer,Owned,Excellent,,no,no,no,no,5073,5051895045220,tt1179056,,,,,no,no,no,
yes,A Nightmare on Elm Street,,2010,Movie,DVD,,Nordic,,1,yes,no,2.40:1,91,Samuel Bayer,SaleOrTrade,Fair,,no,no,no,no,3877,5051895046197,tt1179056,,,,,,,,
yes,A Nightmare on Elm Street,Painajainen Elm Streetillä,1984,Movie,DVD,,Finland,,1,yes,yes,1.85:1,87,Wes Craven,Owned,Fair,,no,no,no,no,2917,5706550023562,tt0087800,,,,,,,,
yes,A Nightmare on Elm Street,,,Movie,DVD,,Nordic,,1,yes,yes,,,,Owned,Fair,,no,no,no,no,,,,680,,,,,,,
yes,A Nightmare on Elm Street 2: Freddy's Revenge,,,Movie,DVD,,Nordic,,1,yes,yes,,,,Owned,Excellent,,no,no,no,no,,,,680,,,,,,,
no,A Nightmare on Elm Street 3: Dream Warriors,Painajainen Elm Streetillä 3: Unien soturit,1987,Movie,DVD,,Finland,,1,no,no,,0,Chuck Russell,Owned,Good,,no,no,no,no,6652,5706550023586,tt0093629,,,,,no,no,no,
yes,A Nightmare on Elm Street 3: Dream Warriors,,,Movie,DVD,,Nordic,,1,yes,yes,,,,Owned,Excellent,,no,no,no,no,,,,680,,,,,,,
yes,A Nightmare on Elm Street 4: The Dream Master,Painajainen Elm Streetillä 4 - Unien valtias,1988,,DVD,,Finland,,1,yes,yes,1.85:1,90,Renny Harlin,Owned,Fair,,no,no,no,no,3647,5706550023593,tt0095742,,,,,,,,
yes,A Nightmare on Elm Street 4: The Dream Master,,,Movie,DVD,,Nordic,,1,yes,yes,,,,Owned,Excellent,,no,no,no,no,,,,680,,,,,,,
yes,A Nightmare on Elm Street 5: The Dream Child,,,Movie,DVD,,Nordic,,1,yes,yes,,,,Owned,Excellent,,no,no,no,no,,,,680,,,,,,,
yes,A Nightmare on Elm Street Part 2: Freddy's Revenge,Painajainen Elm Streetillä 2: Freddyn kosto,1985,Movie,DVD,,Finland,,1,yes,yes,,0,Jack Sholder,Owned,Fair,,no,no,no,no,2314,5706550023579,tt0089686,,,,,,,,
no,A Nightmare on Elm Street: The Dream Child,Painajainen Elm Streetillä 5: Painajaisten lapsi,1989,Movie,DVD,,Finland,,1,no,no,1.85:1,86,Stephen Hopkins,Owned,Excellent,,no,no,no,no,6650,5706550023609,tt0097981,,,,,no,no,no,
yes,A Passage to India,Matka Intiaan,1984,Movie,DVD,,Finland,,1,yes,no,,0,David Lean,Owned,Fair,,no,no,no,no,5328,6420614654859,tt0087892,,,,,no,no,no,
yes,A Perfect Day,,2015,Movie,DVD,,Sweden,,1,yes,no,2.35:1,101,Fernando León de Aranoa,Owned,Still Wrapped,,no,no,no,no,7269,7350036725709,tt3577624,,,,,no,no,no,
yes,A Perfect Getaway,,2009,Movie,Blu-ray,,Finland,,1,yes,no,,0,David Twohy,Owned,Excellent,,no,no,no,no,2004,5051160269375,tt0971209,,,,,,,,
yes,A Perfect Murder,Täydellinen murha,1998,Movie,DVD,,Finland,,1,yes,yes,1.85:1,103,Andrew Davis,Owned,Fair,,no,no,no,no,994,7321944166434,tt0120787,,,,,,,yes,
yes,A Perfect World,Täydellinen Maailma,1993,Movie,DVD,Clint Eastwood Collection,Finland,,1,yes,yes,2.35:1,133,Clint Eastwood,Owned,Excellent,,no,no,no,no,1419,7321944129903,tt0107808,,,,,,,,
yes,A Prairie Home Companion,,2006,Movie,DVD,,Finland,,1,yes,no,,0,Robert Altman,SaleOrTrade,Fair,,no,yes,no,no,4312,5706132285838,tt0420087,,,,,,,,
yes,A Prairie Home Companion,,2006,Movie,DVD,,Finland,,1,no,no,,0,Robert Altman,Owned,Still Wrapped,,no,no,no,no,6471,5706132385835,tt0420087,,,,,no,no,no,
yes,A Quiet Place,,2018,Movie,Blu-ray,,Nordic,,1,yes,yes,2.40:1,90,John Krasinski,Owned,Excellent,,no,no,no,no,3460,7340112745127,tt6644200,,,,,,,,
yes,A River Runs Through It,Ja keskellä virtaa joki,1992,,DVD,,Finland,,1,yes,no,1.66:1,118,Robert Redford,Owned,Good,,no,no,no,no,4151,6416548904818,tt0105265,,,,,,,,
yes,A Room with a View,Hotelli Firenzessä,1986,Movie,DVD,,Finland,,1,yes,no,,0,James Ivory,Owned,Fair,,no,no,no,no,2878,6420201155073,tt0091867,,,,,,,,
yes,A Scanner Darkly,Hämärän vartija,2006,Movie,DVD,,Finland,,1,yes,yes,1.85:1,96,Richard Linklater,Owned,Excellent,,no,no,no,no,3612,7321944594183,tt0405296,,,,,,,,
no,A Serious Man,Serious Man,2009,Movie,DVD,,Finland,,1,no,no,1.85:1,101,"Ethan Coen, Joel Coen",SaleOrTrade,,,no,no,no,no,749,6438044249859,tt1019452,,,,,,,,
yes,A Serious Man,,2009,Movie,Blu-ray,,Finland,,1,yes,no,,0,"Ethan Coen, Joel Coen",Owned,Excellent,,no,no,no,no,1510,6438044249866,tt1019452,,,,,,,,
no,A Shock to the system,,1990,Movie,DVD,,Nordic,,1,yes,no,1.33:1,85,Jan Egleson,Owned,Still Wrapped,,no,no,no,no,7808,5703976152807,tt0100602,,,,,no,no,no,
yes,A Shot in the Dark,Skott i mörkret,1964,Movie,DVD,,Sweden,,1,yes,yes,2.35:1,93,Blake Edwards,Owned,Excellent,,no,no,no,no,4996,7391772373649,tt0058586,,,,,no,no,no,
yes,A Shot In The Dark,,1964,Movie,DVD,,Finland,,1,no,no,2.35:1,98,Blake Edwards,Owned,Fair,,no,no,no,no,3116,0,tt0058586,431,,,,,,,
yes,A Simple Plan,Joka leikkiin ryhtyy,1998,Movie,DVD,,Finland,,1,yes,no,,0,Sam Raimi,Owned,Excellent,,yes,no,no,no,1298,6420201090107,tt0120324,,,,,,,,
yes,A Single Man,,2009,Movie,Blu-ray,,Finland,,1,no,no,,0,Tom Ford,Owned,Good,,no,no,no,no,7212,6438044253788,tt1315981,,,,,no,no,no,
yes,A Single Man,,2009,Movie,DVD,,Finland,,1,yes,no,2.40:1,96,,Owned,Fair,,no,no,no,no,2041,6438044253757,tt1315981,,,,,,,,
yes,A Star Is Born,Tähti on syttynyt,,,VHS,,Finland,,,yes,no,,,,Owned,,,,,,,,,,,,,,,,,
yes,A Streetcar Named Desire,Viettelysten Vaunu,1951,Movie,DVD,Kahden levyn erikoisjulkaisu,Finland,,2,yes,yes,1.33:1,119,Elia Kazan,Owned,Fair,,no,no,no,no,3593,7321944389321,tt0044081,,,,,,,,
yes,A Study in Terror,Sherlock Holmes vs. Jack the Ripper,1965,Movie,DVD,,Sweden,,1,no,no,,0,James Hill,Owned,Still Wrapped,,no,no,no,no,7281,7350036726409,tt0059764,,,,,no,no,no,
yes,A Taste of Honey,Hunajan Maku,1961,Movie,DVD,,Finland,,1,yes,no,,0,Tony Richardson,Owned,Fair,,no,no,no,no,2582,6438194010514,tt0055506,,,,,,,,
yes,A Time To Kill,,1996,Movie,Blu-ray,,United Kingdom,,1,yes,yes,2.40:1,149,Joel Schumacher,Owned,Excellent,,no,no,no,no,6871,5051892001113,tt0117913,,,,,no,no,no,
yes,A Touch of Frost: Season 4,Komisario Frost: Kausi 4,1996,TV Serie,DVD,,Finland,,5,yes,no,,0,,Owned,Good,,no,no,no,no,7186,6438044068856,tt0108967,,,,,no,no,no,
yes,A View to a Kill,007 ja kuoleman katse,1985,Movie,DVD,Special Edition,Finland,,1,yes,yes,,127,John Glen,Owned,Excellent,vihko mukana,no,no,no,no,1867,6420614618455,tt0090264,,James Bond,,,,,,
yes,A View to a Kill,,1985,Movie,DVD,Ultimate Edition 2-Disc Dvd Set,Nordic,,2,yes,yes,2.35:1,126,John Glen,Owned,Fair,vihko mukana,no,no,no,no,3189,7391772398444,tt0090264,,James Bond,,,,,,
yes,A Walk Among the Tombstones,,2014,Movie,DVD,,United Kingdom,,1,no,yes,2.40:1,109,Scott Frank,Owned,Poor - Slightly Damaged,,no,no,yes,no,7714,5055744700605,tt0365907,,,,,no,no,no,
yes,A Walk to Remember,Muistojen Polku,2002,Movie,DVD,,Finland,,1,yes,no,,0,Adam Shankman,Owned,Good,,no,no,no,no,7409,6420201156865,tt0281358,,,Egmont,,no,no,no,
no,A Woman of Paris: A Drama of Fate,Nainen Pariisissa,1923,Movie,Blu-ray,,Finland,,1,no,no,,78,Charles Chaplin,Owned,,,no,no,no,no,8008,5709165644726,tt0014624,,,,,no,no,no,
yes,A.I. Artificial Intelligence,A.I. - Tekoäly,2001,Movie,DVD,,Finland,digipack w/ slip-cover,2,yes,yes,1.85:1,140,Steven Spielberg,Owned,Excellent,,no,no,no,no,140,7321944213305,tt0212720,,,,,,,,
no,A' gai wak,Project A,1983,Movie,DVD,,United Kingdom,,2,no,yes,2.35:1,101,"Jackie Chan, Sammo Hung Kam-Bo",Owned,Poor - Slightly Damaged,1. Levyllä naarmua,no,no,no,no,5101,0,tt0085127,,,,,no,no,no,
no,A' gai wak 2,Project A Part 2,1987,Movie,DVD,,United Kingdom,,1,no,yes,2.35:1,102,Jackie Chan,Owned,Fair,,no,no,no,no,5100,0,tt0092501,,,,,no,no,no,
yes,Aaltojen KuohuUmi ga kikoeru,Aaltojen Kuohu,1993,Movie,DVD,,Finland,,1,yes,no,,0,Tomomi Mochizuki,Owned,Good,,no,no,no,no,2804,6416335180289,tt0108432,,Rakkautta ja anarkiaa,,,,,,
no,Abandon,,2002,Movie,DVD,,Finland,,1,yes,no,2.35:1,95,Stephen Gaghan,Owned,,,no,no,no,no,8561,6420614648957,tt0267248,,,,,no,no,no,
yes,ABCs of Death 2,The ABCs of Death 2,2014,Movie,DVD,,Sweden,,1,yes,no,1.85:1,117,"Rodney Ascher, Julian Barratt, Robert Boocheck, Alejandro Brugués, Kristina Buozyte, Alexandre Bustillo, Larry Fessenden, Julian Gilbey, Jim Hosking, Lancelot Oduwa Imasuen, E.L. Katz, Aharon Keshales, Steven Kostanski, Marvin Kren, Juan Martínez Moreno, Erik Matti, Wolfgang Matzl, Julien Maury, Robert Morgan, Chris Nash, Vincenzo Natali, Hajime Ohata, Navot Papushado, Bill Plympton, Dennison Ramalho, Todd Rohal, Jerome Sable, Bruno Samper, Jen Soska, Sylvia Soska, Sôichi Umezawa",Owned,Still Wrapped,,no,no,no,no,8190,7340110407423,tt2926810,,,,,no,no,no,
yes,ABCs of Death 2,,2014,Movie,DVD,,Finland,,1,yes,no,,0,"Steven Kostanski, Marvin Kren, Aharon Keshales, Robert Boocheck, E.L. Katz, Navot Papushado, Todd Rohal, Chris Nash, Juan Martínez Moreno, Hajime Ohata, Bruno Samper, Larry Fessenden, Julian Gilbey, Jim Hosking, Alejandro Brugués, Alexandre Bustillo, Sylvia Soska, Rodney Ascher, Julian Barratt, Jen Soska, Julien Maury, Lancelot Oduwa Imasuen, Robert Morgan, Jerome Sable, Erik Matti, Kristina Buozyte, Sôichi Umezawa, Bill Plympton, Vincenzo Natali, Dennison Ramalho",Owned,Still Wrapped,,no,no,no,no,5981,6430051161834,tt2926810,,Night Visions,,,no,no,no,
yes,Abduction,Siepattu,2011,Movie,Blu-Ray+DVD,,Finland,,2,yes,no,,0,John Singleton,Owned,Excellent,,no,no,no,no,5928,6418471112575,tt1600195,,,,,no,no,no,
no,Abominable,,2019,Movie,Blu-ray,,Nordic,,1,yes,yes,1.85:1,97,"Jill Culton, Todd Wilderman",Owned,Still Wrapped,,no,no,no,no,6755,5053083206406,tt6324278,,,,,no,no,no,
yes,About a Boy,Poika,2002,Movie,DVD,,Finland,,1,yes,no,,0,"Chris Weitz, Paul Weitz",Owned,Excellent,,no,no,no,no,4939,3259190397798,tt0276751,,,,,,,,
yes,About Adam,Ihana Adam,2000,Movie,DVD,,Finland,,1,yes,no,,0,Gerard Stembridge,Owned,Excellent,,no,no,no,no,7791,6420201120262,tt0199314,,,,,no,no,no,
yes,About Last Night...,"Muuten, se viimeöinen",1986,Movie,DVD,,Finland,,1,yes,no,,0,Edward Zwick,Owned,Fair,,no,no,no,no,5886,5050582122343,tt0090583,,,,,no,no,no,
yes,About Schmidt,,2002,Movie,DVD,,Finland,,1,yes,no,1.85:1,120,Alexander Payne,Owned,Fair,,no,no,no,no,4434,6420614637456,tt0257360,,,,,,,,
yes,About Time,,2013,Movie,DVD,,Finland,,1,yes,no,,0,Richard Curtis,Owned,Excellent,,no,no,no,no,2186,5050582937152,tt2194499,,,,,,,,
no,About Time,,2013,Movie,Blu-ray,,Nordic,,1,no,no,,0,Richard Curtis,Owned,Still Wrapped,,no,no,no,no,6140,5050582972566,tt2194499,,,,,no,no,no,
yes,Abraham Lincoln: Vampire Hunter,,2012,Movie,Blu-Ray+DVD,,Finland,,2,yes,no,,105,Timur Bekmambetov,Owned,Good,,no,no,no,no,3870,6438044346565,tt1611224,,,,,,,,
yes,Abre Los Ojos,,1997,Movie,DVD,,Finland,,1,yes,no,,113,Alejandro Amenábar,Owned,Fair,,no,no,no,no,1035,6416548903316,tt0125659,,,,,,,,
no,Absolon,,2003,Movie,DVD,,Finland,,1,no,no,,92,David Barto,Owned,,,no,no,no,no,8248,6420201120798,tt0300902,,,,,no,no,no,
yes,Absolute Beginners,,1986,Movie,DVD,,Finland,,1,yes,no,2.35:1,103,Julien Temple,Owned,Excellent,,no,no,no,no,3981,6420201154052,tt0090585,,,,,,,,
no,Absolute Power,Rajaton valta,1997,Movie,DVD,,Nordic,,1,no,no,,0,Clint Eastwood,Owned,Excellent,,no,no,no,no,8386,7321937025083,tt0118548,,,,,no,no,no,
no,Absolute Power,,1997,,DVD,,Finland,,1,yes,yes,2.35:1,116,Clint Eastwood,Owned,,,no,no,no,no,8546,7321944025083,,,,,,no,no,no,
no,Absolutely Fabulous - Series 1,Helt Hysteriskt - Serie 1,1993,TV Serie,DVD,,Sweden,,1,no,no,1.33:1,170,Bob Spiers,SaleOrTrade,Fair,,no,no,no,no,5057,7391970216373,tt0105929,,,,,no,no,no,
yes,Absolutely Fabulous - Series 4,Helt Hysteriskt - Serie 4,2001,TV Serie,DVD,,Sweden,,1,yes,no,1.33:1,170,"Bob Spiers, Christine Gernon",Owned,Good,,no,no,no,no,5060,7391970216403,tt0105929,2611,,,,no,no,no,
no,Absolutely Fabulous Series 2,Helt Hysteriskt - Serie 2,1994,TV Serie,DVD,,Sweden,,1,no,no,1.33:1,170,Bob Spiers,SaleOrTrade,Good,,no,no,no,no,5058,7391970216380,tt0105929,,,,,no,no,no,
