Checked,Original title,Local title,Year,Media type,Type,Edition,Country,Case,Discs,Sub-fi,Sub-en,Aspect ratio,Running time,Director,Status,Condition,Notes,Watched,Rental,Slip Cover,Hologram,Id,Barcode,IMDB,Collection Id,Series,Publisher,Studio,Vihkonen,Kohtausluettelo,2 Sided Disc,2 Sided Cover
yes,Doomsday,,2006,Movie,Blu-ray,,Finland,,1,yes,no,2.35:1,105,Neil Marshall,Owned,Excellent,,no,no,no,no,2649,5706130595519,tt0756450,,,,,,,,
yes,Doomsday,,2008,Movie,DVD,,Finland,Steelbook,1,yes,no,2.35:1,108,Neil Marshall,Owned,Excellent,"kansipahvi puuttuu (ei barcodea jne, onko FI vai Nordic?)",no,no,no,no,3295,5706147995517,tt0483607,,,,,,,,
yes,Dope,,2015,Movie,DVD,,Finland,,1,yes,no,2.39:1,99,Rick Famuyiwa,SaleOrTrade,Excellent,,no,no,no,no,3958,5051162355212,tt3850214,,,,,,,,
no,Dope,,2015,Movie,Blu-ray,,Nordic,,1,yes,yes,2.40:1,103,Rick Famuyiwa,Owned,Excellent,,no,no,no,no,7939,5051162355274,tt3850214,,,,,no,no,no,
yes,Doppelganger,Kaksoisolento,1993,Movie,DVD,,Finland,,1,yes,no,,0,Avi Nesher,Owned,Fair,,no,no,no,no,6204,6416548828718,tt0106753,,,,,no,no,no,
no,Double Blu-ray Box: 16 Blocks / Set Up,,0,,Blu-ray,,Finland,,1,no,no,,0,,Owned,Excellent,,no,no,no,no,5490,5706137129502,tt0000000,,,,,no,no,no,
yes,Double Indemnity,Double Indemnity - Nainen ilman omaatuntoa,1944,Movie,DVD,,Finland,digipack w/ slip-cover,1,yes,no,,0,Billy Wilder,Owned,Poor - Slightly Damaged,,no,no,yes,no,1044,7319980080579,tt0036775,,,,,,,,
no,Double Trouble,Storfräsarna,1984,Movie,DVD,,Sweden,,1,yes,no,1.66:1,99,Enzo Barboni,Owned,Excellent,,no,no,no,no,6723,7319980031021,tt0087481,,,,,no,no,no,
yes,Doubt,Doubt - Epäilys,2008,Movie,DVD,,Finland,,1,yes,no,,0,John Patrick Shanley,Owned,Good,,no,no,no,no,4148,8717418193409,tt0918927,,,,,,,,
no,Doug McClure's Lost Worlds,,1900,Movie,DVD,,United Kingdom,,3,no,no,,276,,Owned,,,no,no,no,no,6314,5055201822468,tt0000000,,,,,no,no,no,
yes,Down And Out In Beverly Hills,,1986,Movie,DVD,,United Kingdom,,1,yes,yes,1.85:1,99,Paul Mazursky,Owned,Still Wrapped,,no,no,no,no,8467,5017188814294,tt0090966,,,,,no,no,no,
no,Down by Law,,1986,Movie,DVD,Jim Jarmusch Collection,Germany,,1,no,no,1.78:1,103,Jim Jarmusch,Owned,,,no,no,no,no,776,0,tt0090967,,,,,,,,
yes,Down in the Valley,,2005,Movie,DVD,,Finland,,1,yes,no,,0,David Jacobson,Owned,Excellent,,no,no,no,no,7578,6438044080155,tt0398027,,,,,no,no,no,
yes,Down with Love,Vähät rakkaudesta,2003,Movie,DVD,,Finland,,1,yes,no,,0,Peyton Reed,Owned,Fair,,no,no,no,no,7729,6438044007657,tt0309530,,,,,no,no,no,
no,Dr Jekyll & Sister Hyde,,1971,Movie,DVD,,United Kingdom,,1,no,no,1.85:1,94,Roy Ward Baker,Owned,Fair,,no,no,no,no,6883,5055201810151,tt0068502,,,,,no,no,no,
no,Dr No,Salainen agentti 007 ja tohtori No,1962,Movie,DVD,Special 007 Edition,Finland,,1,yes,yes,2.35:1,110,Terence Young,Owned,Excellent,,no,no,no,no,5578,6420614617151,tt0055928,,,,,yes,no,no,
yes,Dr. Jekyll And Mr. Hyde,,1932,Movie,DVD,,United Kingdom,,1,no,yes,1.33:1,198,Rouben Mamoulian,Owned,Still Wrapped,,no,no,no,no,7864,0,tt0022835,7863,,,,no,no,no,
yes,Dr. Jekyll And Mr. Hyde,,1941,Movie,DVD,,United Kingdom,,1,no,yes,1.33:1,113,Victor Fleming,Owned,Still Wrapped,,no,no,no,no,7865,0,tt0033553,7863,,,,no,no,no,
yes,Dr. No,Salainen Agentti 007 Ja Tohtori No,1962,Movie,DVD,Kahden levyn Ultimate Edition,Finland,,2,yes,yes,1.66:1,114,Terence Young,Owned,Good,,no,no,no,no,1530,6438044111057,tt0055928,,James Bond,,,,,,
no,Dr. No,,1962,Movie,DVD,Special Edition,Sweden,,1,yes,yes,1.78:1,105,Terence Young,SaleOrTrade,,,no,no,no,no,962,7391772363671,tt0055928,,James Bond,,,,,,
yes,Dr. No,Salainen agentti 007 ja tohtori No,1962,Movie,DVD,,Finland,,1,yes,yes,,0,,Owned,Excellent,"ei barcodea, ei extroja",no,no,no,no,4031,0,,,James Bond,,,,,,
yes,Dr. Phibes Rises Again,,1972,Movie,DVD,,United Kingdom,,1,no,yes,1.85:1,86,Robert Fuest,Owned,Good,,no,no,no,no,3874,5050070010572,tt0068503,,,,,,,,
yes,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Tri Outolempi - Eli: Kuinka lakkasin olemasta huolissani ja opin rakastamaan pommia,1964,Movie,DVD,40-vuotis juhlaversio,Finland,,2,yes,yes,,,Stanley Kubrick,Owned,Excellent,,no,no,no,no,1765,5050582323023,tt0057012,,,,,,,,
no,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Tri. Outolempi Eli: Kuinka lakkasin olemasta huolissani ja opin rakastamaan pommia,1964,Movie,Blu-ray,,Finland,,1,yes,yes,1.66:1,95,Stanley Kubrick,Owned,,,no,no,no,no,5942,5051160248271,tt0057012,,,,,no,no,no,
no,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,1964,Movie,DVD,Collector's Edition,United Kingdom,,1,yes,yes,1.85:1,90,Stanley Kubrick,SaleOrTrade,,,no,no,no,no,710,5035822003590,tt0057012,,,,,,,,
yes,Dr. Terror's House of Horrors,,1965,Movie,Blu-ray,,United Kingdom,,1,no,no,2.35:1,93,Freddie Francis,Owned,Still Wrapped,,no,no,no,no,7311,5060425350826,tt0059125,,,,,no,no,no,
yes,Dracula,,2006,Movie,DVD,,Finland,,1,yes,no,,0,Bill Eagles,Owned,Excellent,,no,no,no,no,5706,6416548474014,tt0847161,,,,,no,no,no,
yes,Dracula,,1992,Movie,DVD,2 levyn Deluxe-julkaisu,Finland,,2,yes,no,1.85:1,122,Francis Ford Coppola,Owned,Good,,no,no,no,no,55,5051160212418,tt0103874,,,,,,,,
no,Dracula,,1931,Movie,DVD,,Sweden,,1,yes,yes,1.33:1,71,"Tod Browning, Karl Freund",Owned,,,no,no,no,no,1114,3259190325791,tt0021815,,,,,,,,
no,Dracula,,1931,Movie,Blu-ray,,United Kingdom,,1,yes,yes,1.33:1,75,"Tod Browning, Karl Freund",Owned,,,no,no,no,no,6800,0,tt0021814,,,,,no,no,no,
no,Dracula,,1931,Movie,DVD,Augmented Edition,Finland,,1,no,no,,0,"Tod Browning, Karl Freund",Owned,,,no,no,no,no,6980,5050582912982,tt0021814,,,,,no,no,no,
yes,Dracula 2000,Dracula 2001,2000,Movie,DVD,,Nordic,,1,yes,no,2.35:1,95,Patrick Lussier,Owned,Excellent,,no,no,no,no,2425,5706141754240,tt0219653,,,,,,,,
yes,Dracula A.D. 1972,Draculan kosto,1972,Movie,DVD,,Finland,,1,yes,no,,0,Alan Gibson,Owned,Excellent,,no,no,no,no,251,7321944110741,tt0068505,,,,,,,,
yes,Dracula II,,2003,Movie,DVD,,Nordic,,1,yes,no,2.35:1,82,Patrick Lussier,Owned,Good,,no,no,no,no,2525,5706141761040,tt0336325,,,,,,,,
yes,Dracula III: Legacy,,2005,Movie,DVD,,Finland,,1,yes,no,,0,Patrick Lussier,Owned,Good,,no,no,no,no,2307,6420201166901,tt0303929,,,,,,,,
no,Dracula Prince of Darkness,,1966,Movie,DVD,,United Kingdom,,1,no,no,2.35:1,90,Terence Fisher,Owned,,,no,no,no,no,203,0,tt0059127,,,,,,,,
no,Dracula the Legacy Collection,,1931,Movie,DVD,,Finland,,1,no,no,,0,Tod Browning,Owned,Fair,,no,no,yes,no,6172,5050582272031,tt0021814,,,,,no,no,no,
no,Dracula: Dead and Loving It,Dracula: Verevä Vainaja,1995,Movie,DVD,,Finland,,1,no,no,,0,Mel Brooks,Owned,Bad - Damaged,,no,no,no,no,6473,6416548824314,tt0112896,,,,,no,no,no,
yes,Drag Me to Hell,,2009,Movie,DVD,Unrated Director's Cut,Finland,,1,yes,no,2.35:1,95,Sam Raimi,Owned,Good,,no,no,yes,no,462,5706137493931,tt1127180,,,,,,,,
no,Dragged Across Concrete,,2018,Movie,Blu-ray,,United Kingdom,,1,no,yes,2.40:1,158,S. Craig Zahler,Owned,,,no,no,no,no,6609,5055201842770,tt6491178,,,,,no,no,no,
yes,Dragnet,,1987,Movie,DVD,,Finland,,1,yes,no,,0,Tom Mankiewicz,Owned,Excellent,,yes,no,yes,no,4013,6416548539218,tt0092925,,,,,,,,
no,Dragon Squad,,2005,Movie,DVD,,Finland,,1,no,no,,0,Daniel Lee,Owned,,,no,no,no,no,8604,6420201170502,tt0446313,,,,,no,no,no,
yes,Dragon: The Bruce Lee Story,Dragon - Bruce Leen tarina,1993,Movie,DVD,,Finland,,1,yes,no,,0,Rob Cohen,Owned,Excellent,,no,no,no,no,3710,6420201099841,tt0106770,,,,,,,,
yes,DragonHeart,,1995,Movie,Blu-ray,Custom Case,Nordic,,1,yes,yes,2.35:1,103,Rob Cohen,Owned,Still Wrapped,,no,no,no,no,7543,5050582899375,tt0116136,,,,,no,no,no,
no,Dragonslayer,,1981,Movie,DVD,,United Kingdom,,1,yes,yes,2.35:1,104,Matthew Robbins,Owned,Good,,no,no,no,no,6301,5017188811644,tt0082288,,,,,no,no,no,
yes,Dream House,,2011,Movie,DVD,,Finland,,1,yes,no,,0,Jim Sheridan,Owned,Fair,,no,no,no,no,3719,6420201112564,tt1462041,,,,,,,,
yes,Dreamcatcher,Unensieppaaja,2003,Movie,DVD,,Finland,,1,yes,yes,2.40:1,128,Lawrence Kasdan,Owned,Good,,no,no,no,no,2354,7321944246648,tt0285531,,,,,,,,
no,Dredd,,2012,Movie,DVD,,Finland,,1,no,no,,0,Pete Travis,SaleOrTrade,,,no,no,no,no,659,6438044354973,tt1343727,,,,,,,,
yes,Dredd,,2012,Movie,Blu-ray,,Finland,,1,yes,no,2.40:1,96,Pete Travis,Owned,Excellent,,no,no,no,no,2545,6438044354966,tt1343727,,,,,,,,
no,Dressed to Kill,,1980,Movie,Blu-ray,,United Kingdom,,1,no,yes,2.40:1,105,Brian De Palma,Owned,,,no,no,no,no,6412,5027035010106,tt0080661,,,,,no,no,no,
yes,Dressed to Kill,Prelude to Murder,1946,Movie,DVD,,Nordic,,,yes,,,,Roy William Neill,Owned,Still Wrapped,,no,no,no,no,,,,1637,,,,,,,
no,Drinking Buddies,,2013,Movie,DVD,,Nordic,,1,no,no,,0,Joe Swanberg,Owned,Excellent,,no,no,no,no,6972,5051162321910,tt2265398,,,,,no,no,no,
no,Drive,,2011,Movie,DVD,,Finland,,1,yes,no,2.40:1,96,Nicolas Winding Refn,SaleOrTrade,,,no,no,no,no,1474,6438044317657,tt0780504,,,,,,,,
yes,Drive,,2011,Movie,Blu-ray,,Finland,,1,yes,no,2.40:1,100,Nicolas Winding Refn,Owned,Excellent,,no,no,yes,no,3393,6438044317664,tt0780504,,,,,,,,
no,Driven,,2001,Movie,DVD,,Finland,Snap,1,yes,yes,2.35:1,112,Renny Harlin,Owned,Excellent,,no,no,no,no,4920,7321944210137,tt0132245,,,,,,,,
no,Driver,,1978,Movie,Blu-ray,,Nordic,,1,yes,yes,1.85:1,95,,Owned,Still Wrapped,,no,no,no,no,6508,5053083041663,tt0077474,,,,,no,no,no,
yes,Driving Miss Daisy,"Palveluksessanne, Miss Daisy",1989,Movie,DVD,,Finland,,1,yes,no,1.85:1,95,Bruce Beresford,Owned,Excellent,,no,no,no,no,5930,6416548922119,tt0097239,,,,,no,no,no,
no,Driving Miss Daisy,,1989,Movie,DVD,,Nordic,,1,yes,no,1.85:1,95,Bruce Beresford,SaleOrTrade,Excellent,,no,no,no,no,5501,5706141747266,tt0097239,,,,,no,no,no,
no,Drop Zone,,1994,Movie,DVD,,United Kingdom,,1,yes,yes,2.35:1,97,John Badham,Owned,Poor - Slightly Damaged,,no,no,no,no,6571,5014437800633,tt0109676,,,,,no,no,no,
yes,Drowning by Numbers,Drowning by Numbers - Kohtalokkaat numerot,1988,Movie,DVD,,Finland,digipack w/ slip-cover,1,yes,no,,0,Peter Greenaway,Owned,Fair,,no,no,no,no,5089,7319980080586,tt0092929,,,,,no,no,no,
yes,Drugstore Cowboy,,1989,Movie,DVD,,United Kingdom,,1,no,yes,1.78:1,105,Gus Van Sant,Owned,Good,,no,no,no,no,2630,5050070008326,tt0097240,,,,,,,,
no,Drugstore Cowboy,,1989,Movie,DVD,,Finland,,1,no,no,,0,Gus Van Sant,Owned,Good,,no,no,no,no,5476,6438217103865,tt0097240,,,,,no,no,no,
yes,Du levande,"You, the Living",2007,Movie,DVD,Widescreen,United Kingdom,,1,no,yes,1.66:1,92,Roy Andersson,Owned,Excellent,,no,no,no,no,7717,5021866379302,tt0445336,,,,,no,no,no,
yes,Du rififi chez les hommes,Rififi,1955,Movie,DVD,,United Kingdom,,1,no,no,,0,Jules Dassin,Owned,Still Wrapped,,no,no,no,no,6420,5027035016405,tt0048021,,,,,no,no,no,
no,Du zhan,Drug War,2012,Movie,DVD,,Sweden,,1,yes,no,1.85:1,107,Johnnie To,Owned,,,no,no,no,no,5506,7340110406808,tt2165735,,,,,no,no,no,
no,Duck Soup,Duck Soup - neljä naurettavaa naapuria,1933,Movie,DVD,,Finland,,1,no,no,,0,Leo McCarey,Owned,,,no,no,no,no,3924,5050582060812,tt0023969,,,,,,,,
yes,DuckTales: The Movie - Treasure of the Lost Lamp,Ankronikka - Kadonneen lampun metsästäjät,1990,Movie,DVD,,Finland,,1,yes,yes,1.66:1,71,,Owned,Good,,no,no,no,no,3587,7393834354504,tt0099472,,,,,,,,
yes,Due Date,,2010,Movie,DVD,,Nordic,,1,yes,no,2.40:1,91,Todd Phillips,Owned,Fair,,no,no,no,no,5117,5051895061527,tt1231583,,,,,no,no,no,
no,Due Date,,2010,Movie,Blu-ray,,Nordic,,1,yes,yes,2.40:1,95,Todd Phillips,Owned,Still Wrapped,,no,no,no,no,6250,5051895061541,tt1231583,,,,,no,no,no,
yes,Duel,,1971,Movie,Blu-ray,,Nordic,,1,yes,yes,1.85:1,89,Steven Spielberg,Owned,Still Wrapped,,no,no,no,no,1379,5053083010225,tt0067023,,,,,,,,
yes,Duma,Duma - Poika ja gepardi,2005,Movie,DVD,,Finland,,1,yes,no,,0,Carroll Ballard,Owned,Excellent,,no,no,no,no,1208,7321944389833,tt0361715,,,,,,,,
yes,Dumb and Dumber,Nuija ja Tosinuija,1994,Movie,DVD,,Finland,,1,yes,no,1.85:1,109,Peter Farrelly,Owned,Excellent,,no,no,no,no,368,6438044158557,tt0109686,,,,,,,,
yes,Dumb and Dumber To,Nuija ja tosinuija kaks,2014,Movie,Blu-ray,,Finland,,1,yes,no,1.85:1,109,"Bobby Farrelly, Peter Farrelly",Owned,Excellent,,no,no,no,no,4731,6416548587134,tt2096672,,,,,,,,
yes,Dumbo,,1941,Movie,Blu-ray,Juhlajulkaisu,Finland,,1,yes,yes,,0,"Samuel Armstrong, Norman Ferguson",Owned,Excellent,,no,no,no,no,1720,8717418341954,tt0033563,,Walt Disney klassikot,,,,,,
no,Dune,Dyyni,1984,,DVD,,Finland,,1,yes,no,1.33:1,117,David Lynch,Owned,Excellent,,no,no,no,no,6321,5706131572403,tt0087182,,,,,no,no,no,
yes,Dune,,1984,Movie,DVD,Kahden levyn erikoisjulkaisu,Finland,,2,yes,no,2.35:1,113,David Lynch,Owned,Fair,,no,no,no,no,3267,5706130772408,tt0087182,,,,,,,,
no,Dungeon girl,Tyttö kellarissa,2008,Movie,DVD,,Finland,,1,yes,no,1.78:1,81,Ulli Lommel,Owned,Excellent,,no,no,no,no,5830,6416548478616,tt1173486,,,,,no,no,no,
yes,Dunkirk,,2017,Movie,DVD,,Nordic,,1,yes,yes,2.35:1,102,Christopher Nolan,Owned,Excellent,,no,no,no,no,1706,7340112740146,tt5013056,,,,,,,,
no,Dunkirk,,2017,Movie,Blu-ray,,Nordic,,1,yes,no,,106,Christopher Nolan,Owned,Still Wrapped,,no,no,no,no,7896,7340112740160,tt5013056,,,,,no,no,no,
yes,Duo luo tian shi,Fallen Angels,1995,Movie,DVD,,Finland,,1,yes,no,,96,Wong Kar-wai,Owned,Excellent,,no,no,no,no,828,6416335177791,tt0112913,,Rakkautta & anarkiaa,,,,,,
yes,Duo shuai,Fatal Move,2008,Movie,DVD,,United Kingdom,,1,no,no,2.35:1,112,Dennis Law,Owned,Poor - Slightly Damaged,,no,no,no,no,7175,5060085364225,tt1156444,,,,,no,no,no,
no,Duplex,Asuntoloukku,2003,,DVD,,Finland,,1,yes,no,1.85:1,86,Danny DeVito,Owned,Good,,no,no,no,no,7567,6420201158449,,,,,,no,no,no,
no,Duplicity,Kaksinaamaista Peliä,2009,Movie,Blu-ray,,Finland,,1,no,no,,0,Tony Gilroy,Owned,Excellent,,no,no,no,no,5220,5050582714432,tt1135487,,,,,no,no,no,
yes,Duplicity,,2009,Movie,DVD,,Finland,,1,yes,no,,0,Tony Gilroy,Owned,Fair,,no,no,no,no,2074,5050582837841,tt1135487,,,,,,,,
yes,Dybt vand,Syvä Vesi,2003,Movie,DVD,,Finland,,1,yes,no,,0,Ole Bornedal,Owned,Fair,,no,no,no,no,5265,5706136597760,tt0194834,,,,,no,no,no,
yes,E tu vivrai nel terrore - L'aldilà,The Beyond,1981,Movie,DVD,,United Kingdom,,1,no,no,,83,Lucio Fulci,Owned,Good,leikattu,no,no,no,no,480,5024166022732,tt0082307,,,,,,,,
yes,E.T The Extra-Terrestrial,E.T.,1982,Movie,Blu-ray,,Nordic,,1,yes,yes,1.85:1,114,Steven Spielberg,Owned,Still Wrapped,,no,no,no,no,4806,5050582935295,tt0083866,,,,,,,,
no,E.T. the Extra-Terrestrial,,1982,Movie,DVD,,Finland,,1,no,no,,0,Steven Spielberg,SaleOrTrade,,,no,no,no,no,1764,5050582821413,tt0083866,,,,,,,,
no,E.T. The Extra-Terrestrial,,1982,Movie,DVD,20th Anniversary Edition,Finland,,1,yes,yes,1.85:1,115,Steven Spielberg,Owned,Still Wrapped,,no,no,yes,no,7611,5050582909654,tt0083866,,,,,no,no,no,
yes,E.T.: The Extra-Terrestrial,,1982,Movie,DVD,Juhlaversio,Finland,digipack with slip cover,2,yes,yes,1.85:1,115,Steven Spielberg,Owned,Fair,"levy 1 good / excellent, levyllä 2 pieni hankauma",no,no,yes,no,3586,3259190522596,tt0083866,,,,,,,,
no,E.T.: The Extra-Terrestrial,,1982,Movie,DVD,,Finland,,1,yes,yes,1.85:1,105,Steven Spielberg,Owned,,,no,no,no,no,5786,5050582403459,tt0083866,,,,,no,no,no,
yes,Eagle Eye,,2008,Movie,DVD,,Finland,,1,yes,yes,2.40:1,113,D.J. Caruso,Owned,Excellent,,no,no,no,no,2324,7332431031302,tt1059786,,,,,,,,
no,Eagle Eye,,2008,Movie,Blu-ray,Special Edition,Finland,,1,yes,yes,2.40:1,117,D.J. Caruso,Owned,Excellent,,no,no,no,no,6962,7332504990673,tt1059786,,,,,no,no,no,
yes,Eagle vs Shark,,0,Movie,DVD,0,Finland,,0,yes,no,,0,,Owned,Fair,,no,no,no,no,1959,0,,,,,,,,,
yes,Early Man,Luolamies,2018,Movie,Blu-ray,,Finland,,1,yes,no,,0,Nick Park,Owned,Good,,no,no,no,no,3709,7333018011847,tt4701724,,,,,,,,
yes,Earth,Planeettamme Maa,0,Documentary,DVD,,Finland,,1,yes,no,,0,,Owned,Still Wrapped,,no,no,no,no,1258,6416548524214,tt0000000,,,,,,,,
no,Earthly Possessions,,1999,Movie,DVD,,Finland,,1,no,no,,0,James Lapine,Owned,Fair,,no,no,no,no,6638,6416548426211,tt0171259,,,,,no,no,no,
yes,Earthquake,,1974,Movie,Blu-ray,,Nordic,,1,yes,no,2.35:1,121,Mark Robson,Owned,Still Wrapped,,no,no,no,no,7539,5050582938616,tt0071455,,,,,no,no,no,
yes,East is East,,1999,Movie,DVD,,Finland,,1,yes,no,,0,Damien O'Donnell,Owned,Still Wrapped,,no,no,no,no,4189,5706550022466,tt0166175,,,,,,,,
yes,East of Eden,,1955,Movie,DVD,Two-Disc Special Edition,Norway,,2,yes,yes,,-1,Elia Kazan,Owned,Excellent,,no,no,no,no,3323,7321941683224,tt0048028,,,,,,,,
no,East of Eden,Eedenistä Itään,1981,TV Serie,DVD,,Finland,,1,no,no,,0,,Owned,,,no,no,no,no,8406,6416548516912,tt0083409,,,,,no,no,no,
yes,Eastern Promises,,2007,Movie,DVD,,Finland,,1,yes,no,1.85:1,96,David Cronenberg,Owned,Good,,no,no,no,no,735,6438044132458,tt0765443,,,,,,,,
yes,Easy A,,2010,Movie,Blu-ray,,Nordic,,1,yes,yes,1.85:1,92,Will Gluck,Owned,Excellent,,no,no,no,no,2784,5051162283072,tt1282140,,,,,,,,
no,"Easy Come, Easy Go",,1967,Movie,DVD,,Nordic,,1,no,no,,0,John Rich,Owned,Excellent,,no,no,no,no,7039,7332431992979,tt0061610,,,,,no,no,no,
yes,Easy Rider,Easy Rider - Matkalla,1969,Movie,Blu-ray,,Finland,,1,yes,yes,1.85:1,95,Dennis Hopper,Owned,Excellent,,no,no,no,no,6116,5051160248370,tt0064276,,,,,no,no,no,
yes,Easy Rider,,1969,Movie,DVD,,Finland,,1,yes,no,1.85:1,95,Dennis Hopper,Owned,Excellent,,no,no,no,no,295,5051160104317,tt0064276,,,,,,,,
no,Easy Rider / The Wild One,,1900,Movie,DVD,,Finland,,1,no,no,,0,,Owned,,,no,no,no,no,5770,5051162266310,tt0000000,,,,,no,no,no,
yes,Eat,,2014,Movie,DVD,,Sweden,,1,no,no,2.37:1,87,Jimmy Weber,Owned,Still Wrapped,,no,no,no,no,5565,7340110407362,tt3013018,,,,,no,no,no,
yes,Eat Pray Love,Eat Pray Love - omaa tietä etsimässä,2010,Movie,Blu-ray,,Finland,,1,yes,no,,0,Ryan Murphy,Owned,Excellent,,no,no,no,no,5783,5051160278179,tt0879870,,,,,no,no,no,
yes,Eaten Alive,,1977,Movie,DVD,,Finland,,1,yes,no,,0,Tobe Hooper,Owned,Good,,no,no,no,no,810,6416548840611,tt0074455,,,,,,,,
yes,Eaten Alive,,1976,Movie,Blu-ray,Special Edition,United Kingdom,,2,no,yes,1.85:1,91,Tobe Hooper,Owned,Still Wrapped,,no,no,no,no,7646,5027035012902,tt0074455,,,,,no,no,no,
yes,Ed Wood,,1994,Movie,DVD,,Finland,,1,yes,yes,1.85:1,121,Tim Burton,Owned,Excellent,,no,no,no,no,472,8717418113186,tt0109707,,,,,,,,
yes,Eden Lake,,2008,Movie,DVD,,Finland,,1,yes,no,2.35:1,0,James Watkins,Owned,Excellent,,no,no,no,no,822,7319980080456,tt1020530,,,,,,,,
yes,Edge of Darkness,Pimeyden Ytimessä,2010,Movie,DVD,,Finland,,1,yes,no,2.40:1,112,Martin Campbell,Owned,Excellent,,no,no,no,no,3103,6420201102527,tt1226273,,,,,,,,
yes,Edge of Darkness,,2010,Movie,Blu-ray,,Nordic,,1,yes,no,2.40:1,92,Martin Campbell,Owned,Excellent,,no,no,no,no,3329,5708758681216,tt1226273,,,,,,,,
yes,Edge of Tomorrow,,2014,Movie,Blu-ray,,Finland,,1,yes,no,2.40:1,113,Doug Liman,Owned,Excellent,,no,no,no,no,3433,5051895256510,tt1631867,,,,,,,,
no,Edges of the Lord,,2001,Movie,DVD,Keep-Case,Nordic,,1,yes,no,1.33:1,94,Yurek Bogayevicz,Owned,Fair,,no,no,no,no,6966,5706141754851,tt0245090,,,,,no,no,no,
yes,Edmond,,2005,Movie,DVD,,Finland,,1,no,no,,0,Stuart Gordon,Owned,Good,,no,no,no,no,3296,6416548456010,tt0443496,,,,,,,,
yes,EDtv,,1999,Movie,DVD,,Finland,,1,yes,yes,1.85:1,118,Ron Howard,Owned,Excellent,,no,no,no,no,4049,6420201099520,tt0131369,,,,,,,,
yes,Edward Scissorhands,Saksikäsi Edward,1990,Movie,DVD,,Finland,,1,yes,yes,1.85:1,102,Tim Burton,Owned,Good,,no,no,no,no,494,6420614656457,tt0099487,,,,,,,,
yes,Efter brylluppet,Häiden Jälkeen,2006,Movie,DVD,,Finland,,1,no,no,,0,Susanne Bier,Owned,Still Wrapped,,no,no,no,no,5282,6416335179412,tt0457655,,,,,no,no,no,
no,Eiger Sanction,Tehtävä Alpeilla,1975,,DVD,,Finland,,1,yes,yes,2.35:1,115,Clint Eastwood,Owned,,,no,no,no,no,4413,5050582002003,tt0072926,,,,,,,,
no,El buque maldito,The Ghost Galleon,1974,Movie,DVD,,United Kingdom,,1,no,no,1.85:1,87,Amando de Ossorio,Owned,,,no,no,no,no,262,5060020624612,tt0071256,,,,,,,,
no,El Cadáver de Anna Fritz,The Corpse of Anna Fritz,2015,Movie,DVD,,Finland,,1,no,no,,0,Hèctor Hernández Vicens,Owned,Still Wrapped,,no,no,no,no,6731,6430051162138,tt4441280,,Night Visions,,,no,no,no,
yes,El Cid,,1961,Movie,Blu-Ray+DVD,,Finland,,2,yes,no,,0,Anthony Mann,Owned,Excellent,,no,no,no,no,5380,5709165684227,tt0054847,,,,,no,no,no,
yes,El Cid,,1961,Movie,DVD,,Finland,,1,yes,no,1.33:1,172,Anthony Mann,Owned,Good,,no,no,no,no,7118,6416548802817,tt0054847,,,,,no,no,no,
no,El cuerpo,The Body,2012,Movie,DVD,,Finland,,1,yes,no,1.78:1,108,Oriol Paulo,Owned,,,no,no,no,no,7982,6438194094712,tt1937149,,,,,no,no,no,
no,El Dorado,,1967,Movie,DVD,,Finland,,1,no,no,,0,Howard Hawks,Owned,Excellent,,no,no,no,no,4975,6415015504070,tt0061619,,,,,no,no,no,
no,El espinazo del diablo,Devil's Backbone,2001,Movie,DVD,,United Kingdom,,1,no,yes,1.85:1,103,Guillermo del Toro,SaleOrTrade,,,no,no,no,no,175,5060034570172,tt0256009,,,,,,,,
yes,El Espinazo del Diablo,The Devil's Backbone,2001,Movie,DVD,,Finland,,1,yes,no,1.85:1,103,Guillermo del Toro,Owned,Excellent,,no,no,no,no,166,6416548350943,tt0256009,,,,,,,,
yes,El espinazo del diablo,The Devil's Backbone,2001,Movie,DVD,,Finland,,2,yes,no,,-1,Guillermo del Toro,Owned,Good,,no,no,yes,no,1737,6416548350912,tt0256009,,,,,,,,
yes,El hijo de la novia,Morsiamen Poika,2001,Movie,DVD,,Finland,,1,yes,no,,0,Juan José Campanella,Owned,Excellent,,no,no,no,no,2234,6416548355115,tt0292542,,,,,,,,
yes,El Laberinto del Fauno,Pan's Labyrinth,2006,Movie,DVD,Kahden levyn erikoisjulkaisu,Finland,,2,yes,no,1.78:1,112,Guillermo del Toro,Owned,Fair,,no,no,no,no,99,6416335177692,tt0457430,,,,,,,,
yes,El laberinto del fauno,Pan's Labyrinth,2006,Movie,Blu-ray,,Finland,,1,yes,no,1.85:1,118,Guillermo del Toro,Owned,Excellent,,no,no,no,no,4415,6416335176213,tt0457430,,,,,,,,
yes,El mal ajeno,Muiden hyväksi,2010,Movie,DVD,,Finland,,1,yes,no,,0,Oskar Santos,Owned,Still Wrapped,,no,no,no,no,7206,6416335180081,tt1043800,,,,,no,no,no,
yes,El Mariachi,,1992,Movie,DVD,Special Edition,Finland,,1,yes,yes,1.77:1,79,Robert Rodriguez,Owned,Fair,,no,no,no,no,501,5051160105116,tt0104815,,,,,,,,
